term,estimate,std.error,statistic,p.value
"fixest::band_id::[0,1):post"")",0.06044014990245245,0.025971786907442767,2.3271463807186885,0.04225517712625135
"fixest::band_id::[1,3):post"")",0.024984898775736612,0.019232246101918135,1.2991149678167198,0.2230577715297098
